Airline,Source,Destination,Total_Stops,Day,Month,Year,Dept_Hour,Dept_Minute,Arr_Hour,Arr_Minute,hoursMinutes,Price
Air India,Banglore,Delhi,non-stop,21,4,2019,17,0,19,45,165,5438
Air India,Kolkata,Banglore,2 stops,24,5,2019,7,0,1,20,1100,14083
Air India,Kolkata,Banglore,1 stop,9,6,2019,7,0,20,25,805,10413
Air India,Banglore,Delhi,non-stop,6,4,2019,6,10,8,55,165,5176
Air India,Mumbai,Hyderabad,non-stop,21,3,2019,19,30,20,45,75,2575
Air India,Kolkata,Banglore,1 stop,24,3,2019,9,25,18,30,545,10493
Air India,Delhi,Cochin,2 stops,9,3,2019,20,0,19,15,1395,16111
Air India,Delhi,Cochin,2 stops,9,6,2019,22,0,19,15,1275,10651
Air India,Banglore,Delhi,2 stops,12,3,2019,8,50,16,20,1890,12778
Air India,Kolkata,Banglore,1 stop,24,3,2019,12,0,13,40,1540,7742
Air India,Kolkata,Banglore,1 stop,6,5,2019,9,25,18,30,545,8891
Air India,Kolkata,Banglore,2 stops,1,4,2019,9,50,23,15,805,12125
Air India,Banglore,Delhi,2 stops,3,3,2019,7,30,10,50,1640,12074
Air India,Delhi,Cochin,2 stops,18,5,2019,18,45,19,15,1470,12940
Air India,Delhi,Cochin,2 stops,9,3,2019,21,30,19,15,1305,11762
Air India,Delhi,Cochin,2 stops,15,5,2019,5,55,7,40,1545,11543
Air India,Delhi,Cochin,1 stop,6,3,2019,17,40,8,15,875,11038
Air India,Banglore,Delhi,non-stop,6,5,2019,17,0,19,45,165,5228
Air India,Kolkata,Banglore,2 stops,12,5,2019,7,0,1,20,1100,13243
Air India,Kolkata,Banglore,2 stops,6,6,2019,8,20,18,30,610,10697
Air India,Banglore,Delhi,non-stop,24,5,2019,21,5,23,55,170,5228
Air India,Kolkata,Banglore,1 stop,24,5,2019,9,25,11,10,1545,8891
Air India,Kolkata,Banglore,1 stop,21,5,2019,12,0,13,15,1515,7662
Air India,Kolkata,Banglore,2 stops,6,6,2019,10,0,5,25,1165,12009
Air India,Delhi,Cochin,non-stop,9,4,2019,5,10,8,0,170,4729
Air India,Delhi,Cochin,non-stop,3,3,2019,5,10,8,0,170,7931
Air India,Kolkata,Banglore,1 stop,6,5,2019,20,30,8,55,745,10203
Air India,Kolkata,Banglore,2 stops,15,5,2019,10,0,13,45,1665,16057
Air India,Kolkata,Banglore,2 stops,1,5,2019,9,25,13,45,1700,16372
Air India,Delhi,Cochin,non-stop,27,4,2019,18,5,21,10,185,5411
Air India,Delhi,Cochin,2 stops,15,6,2019,13,15,19,15,1800,12182
Air India,Kolkata,Banglore,2 stops,1,5,2019,10,0,13,45,1665,15164
Air India,Kolkata,Banglore,2 stops,12,5,2019,7,0,1,20,1100,12140
Air India,Delhi,Cochin,1 stop,18,5,2019,10,0,7,40,1300,8372
Air India,Kolkata,Banglore,3 stops,1,4,2019,16,45,23,15,1830,8607
Air India,Banglore,Delhi,non-stop,27,5,2019,17,0,19,45,165,6961
Air India,Delhi,Cochin,1 stop,18,5,2019,9,45,23,0,795,8907
Air India,Delhi,Cochin,2 stops,15,5,2019,12,55,19,15,1820,13486
Air India,Mumbai,Hyderabad,non-stop,6,6,2019,19,30,20,45,75,3100
Air India,Delhi,Cochin,non-stop,24,4,2019,18,5,21,10,185,5201
Air India,Delhi,Cochin,2 stops,6,6,2019,20,15,19,15,1380,13591
Air India,Banglore,Delhi,1 stop,3,3,2019,8,15,23,10,895,6781
Air India,Delhi,Cochin,2 stops,3,6,2019,13,20,7,40,1100,11911
Air India,Banglore,Delhi,1 stop,3,3,2019,8,15,8,50,1475,6781
Air India,Delhi,Cochin,2 stops,9,3,2019,21,30,19,15,1305,11762
Air India,Kolkata,Banglore,2 stops,6,5,2019,5,50,23,15,1045,11883
Air India,Delhi,Cochin,1 stop,12,6,2019,17,40,8,15,875,8991
Air India,Kolkata,Banglore,2 stops,24,5,2019,12,0,21,50,590,9941
Air India,Delhi,Cochin,1 stop,27,4,2019,5,15,6,50,1535,6587
Air India,Delhi,Cochin,2 stops,15,5,2019,18,45,19,15,1470,13307
Air India,Mumbai,Hyderabad,non-stop,24,3,2019,15,0,16,25,85,2050
Air India,Banglore,Delhi,2 stops,18,3,2019,17,25,10,35,1030,12568
Air India,Delhi,Cochin,2 stops,27,5,2019,17,15,7,40,865,13879
Air India,Delhi,Cochin,2 stops,9,5,2019,19,45,19,15,1410,10178
Air India,Delhi,Cochin,1 stop,15,6,2019,3,50,19,15,925,9929
Air India,Delhi,Cochin,non-stop,21,4,2019,5,10,8,0,170,6094
Air India,Delhi,Cochin,1 stop,21,5,2019,5,15,6,50,1535,7480
Air India,Kolkata,Banglore,1 stop,12,6,2019,10,0,16,15,375,11936
Air India,Kolkata,Banglore,2 stops,1,5,2019,12,0,7,55,1195,10151
Air India,Kolkata,Banglore,2 stops,9,6,2019,7,0,1,20,1100,13033
Air India,Banglore,Delhi,1 stop,9,3,2019,22,0,13,20,920,8425
Air India,Delhi,Cochin,1 stop,3,6,2019,17,40,9,35,955,7258
Air India,Kolkata,Banglore,2 stops,1,5,2019,10,0,5,25,1165,13899
Air India,Delhi,Cochin,2 stops,27,5,2019,20,15,19,15,1380,13381
Air India,Kolkata,Banglore,2 stops,6,6,2019,10,0,1,20,920,13033
Air India,Banglore,Delhi,2 stops,12,3,2019,8,50,10,15,1525,12778
Air India,Kolkata,Banglore,2 stops,12,5,2019,12,0,7,55,1195,10676
Air India,Delhi,Cochin,2 stops,27,3,2019,17,15,7,40,865,8367
Air India,Delhi,Cochin,1 stop,9,6,2019,21,0,7,40,640,8372
Air India,Kolkata,Banglore,2 stops,21,5,2019,14,30,23,15,525,15107
Air India,Delhi,Cochin,2 stops,21,3,2019,16,40,19,15,1595,8236
Air India,Delhi,Cochin,1 stop,1,6,2019,20,40,9,25,765,7480
Air India,Kolkata,Banglore,1 stop,1,4,2019,19,0,9,50,890,4227
Air India,Delhi,Cochin,2 stops,21,3,2019,12,0,7,40,1180,9706
Air India,Delhi,Cochin,1 stop,21,5,2019,8,0,19,15,675,8372
Air India,Banglore,Delhi,non-stop,1,4,2019,21,5,23,55,170,4441
Air India,Kolkata,Banglore,2 stops,24,5,2019,16,50,13,45,1255,12802
Air India,Mumbai,Hyderabad,2 stops,6,3,2019,21,10,16,55,255,17327
Air India,Delhi,Cochin,2 stops,27,3,2019,13,5,7,40,1115,8892
Air India,Delhi,Cochin,2 stops,27,6,2019,20,15,19,15,1380,13591
Air India,Delhi,Cochin,1 stop,9,6,2019,20,40,9,25,765,7690
Air India,Kolkata,Banglore,1 stop,12,5,2019,20,30,8,55,745,10203
Air India,Kolkata,Banglore,1 stop,6,5,2019,14,35,15,20,1485,6528
Air India,Delhi,Cochin,2 stops,15,5,2019,12,0,7,40,1180,10651
Air India,Banglore,Delhi,non-stop,1,5,2019,10,0,12,45,165,6121
Air India,Delhi,Cochin,1 stop,9,4,2019,20,40,9,25,765,4487
Air India,Mumbai,Hyderabad,non-stop,1,6,2019,6,20,7,40,80,3100
Air India,Delhi,Cochin,2 stops,21,3,2019,19,45,19,15,1410,8236
Air India,Banglore,Delhi,non-stop,27,5,2019,10,0,12,45,165,6961
Air India,Banglore,Delhi,2 stops,9,3,2019,10,30,21,25,655,9586
Air India,Delhi,Cochin,2 stops,21,5,2019,7,5,9,25,1580,10975
Air India,Kolkata,Banglore,non-stop,21,4,2019,14,15,16,45,150,6245
Air India,Delhi,Cochin,2 stops,9,6,2019,19,45,19,15,1410,9968
Air India,Banglore,Delhi,1 stop,12,3,2019,6,45,23,15,990,11602
Air India,Banglore,Delhi,2 stops,18,3,2019,10,30,17,45,435,13261
Air India,Delhi,Cochin,non-stop,15,5,2019,5,10,8,0,170,6094
Air India,Delhi,Cochin,2 stops,24,6,2019,16,40,19,15,1595,9443
Air India,Banglore,Delhi,3 stops,6,3,2019,12,0,23,25,685,14195
Air India,Delhi,Cochin,2 stops,1,6,2019,12,0,7,40,1180,10966
Air India,Banglore,Delhi,non-stop,6,5,2019,13,20,16,10,170,5228
Air India,Banglore,Delhi,1 stop,21,3,2019,22,0,23,20,1520,6010
Air India,Kolkata,Banglore,2 stops,12,5,2019,16,45,16,15,1410,13437
Air India,Banglore,Delhi,2 stops,6,3,2019,8,15,11,20,1625,13942
Air India,Delhi,Cochin,2 stops,27,5,2019,22,0,19,15,1275,10231
Air India,Delhi,Cochin,1 stop,6,6,2019,8,0,19,15,675,8372
Air India,Delhi,Cochin,2 stops,6,5,2019,22,0,19,15,1275,11701
Air India,Mumbai,Hyderabad,1 stop,12,3,2019,5,55,20,35,880,6901
Air India,Delhi,Cochin,2 stops,9,3,2019,7,5,19,15,2170,11762
Air India,Kolkata,Banglore,2 stops,9,6,2019,9,50,12,30,1600,14960
Air India,Mumbai,Hyderabad,non-stop,6,3,2019,21,5,22,25,80,5462
Air India,Chennai,Kolkata,non-stop,27,3,2019,11,40,13,55,135,3145
Air India,Delhi,Cochin,1 stop,21,3,2019,12,30,9,25,1255,6482
Air India,Kolkata,Banglore,1 stop,9,6,2019,16,45,21,5,1700,7662
Air India,Banglore,Delhi,2 stops,18,3,2019,8,50,10,35,1545,11885
Air India,Kolkata,Banglore,2 stops,12,5,2019,16,45,12,30,1185,14330
Air India,Delhi,Cochin,1 stop,24,6,2019,20,40,9,25,765,7480
Air India,Kolkata,Banglore,non-stop,24,6,2019,14,15,16,45,150,5510
Air India,Delhi,Cochin,2 stops,9,5,2019,13,15,9,25,1210,9417
Air India,Banglore,Delhi,non-stop,3,4,2019,13,20,16,10,170,5176
Air India,Kolkata,Banglore,2 stops,24,5,2019,10,0,1,20,920,14083
Air India,Banglore,Delhi,1 stop,15,3,2019,11,50,8,55,1265,5932
Air India,Delhi,Cochin,2 stops,3,6,2019,19,45,19,15,1410,10441
Air India,Banglore,Delhi,non-stop,9,6,2019,10,0,12,45,165,6961
Air India,Mumbai,Hyderabad,2 stops,12,3,2019,10,5,19,10,545,9736
Air India,Delhi,Cochin,1 stop,27,6,2019,13,0,19,15,375,8372
Air India,Banglore,Delhi,non-stop,21,4,2019,6,10,8,55,165,6121
Air India,Banglore,Delhi,non-stop,12,4,2019,21,5,23,55,170,5911
Air India,Mumbai,Hyderabad,non-stop,1,4,2019,21,5,22,25,80,2050
Air India,Banglore,Delhi,2 stops,3,3,2019,6,45,10,35,1670,12358
Air India,Kolkata,Banglore,non-stop,9,3,2019,14,15,16,45,150,4960
Air India,Delhi,Cochin,2 stops,27,3,2019,16,40,19,15,1595,8656
Air India,Delhi,Cochin,1 stop,21,4,2019,6,10,23,0,1010,7174
Air India,Delhi,Cochin,2 stops,21,3,2019,6,50,7,40,1490,11071
Air India,Delhi,Cochin,2 stops,18,5,2019,13,20,7,40,1100,13801
Air India,Delhi,Cochin,1 stop,9,6,2019,5,15,6,50,1535,6587
Air India,Delhi,Cochin,1 stop,3,3,2019,4,0,7,40,1660,14462
Air India,Kolkata,Banglore,1 stop,9,6,2019,9,50,21,5,675,7662
Air India,Mumbai,Hyderabad,2 stops,6,3,2019,6,0,19,25,2245,13904
Air India,Kolkata,Banglore,1 stop,1,5,2019,10,0,20,25,625,10203
Air India,Banglore,Delhi,non-stop,1,6,2019,10,0,12,45,165,6961
Air India,Mumbai,Hyderabad,non-stop,18,6,2019,19,30,20,45,75,3100
Air India,Kolkata,Banglore,1 stop,24,3,2019,20,30,20,25,1435,12173
Air India,Delhi,Cochin,1 stop,3,6,2019,13,0,19,15,375,8372
Air India,Kolkata,Banglore,2 stops,21,5,2019,9,25,5,25,1200,14687
Air India,Delhi,Cochin,2 stops,24,6,2019,20,15,19,15,1380,13381
Air India,Delhi,Cochin,non-stop,1,6,2019,5,10,8,0,170,6094
Air India,Delhi,Cochin,2 stops,24,6,2019,19,45,19,15,1410,9443
Air India,Delhi,Cochin,2 stops,3,3,2019,7,5,19,15,2170,11762
Air India,Delhi,Cochin,1 stop,27,6,2019,12,30,9,25,1255,7480
Air India,Delhi,Cochin,1 stop,6,3,2019,20,30,23,0,1590,8854
Air India,Kolkata,Banglore,2 stops,1,5,2019,17,30,13,45,1215,15164
Air India,Kolkata,Banglore,2 stops,1,5,2019,7,0,5,25,1345,14424
Air India,Mumbai,Hyderabad,non-stop,24,5,2019,13,55,15,25,90,3100
Air India,Kolkata,Banglore,2 stops,21,5,2019,16,50,13,45,1255,13484
Air India,Delhi,Cochin,1 stop,18,5,2019,21,0,7,40,640,8372
Air India,Banglore,Delhi,2 stops,15,3,2019,8,15,11,20,1625,8534
Air India,Delhi,Cochin,1 stop,9,3,2019,8,0,19,15,675,16754
Air India,Delhi,Cochin,non-stop,18,4,2019,5,10,8,0,170,6094
Air India,Kolkata,Banglore,2 stops,21,5,2019,9,25,13,45,1700,11542
Air India,Delhi,Cochin,1 stop,3,6,2019,19,0,7,40,760,8372
Air India,Kolkata,Banglore,1 stop,24,5,2019,20,30,20,25,1435,10413
Air India,Banglore,Delhi,2 stops,12,3,2019,11,5,22,10,665,11948
Air India,Kolkata,Banglore,2 stops,12,5,2019,5,50,8,55,1625,11411
Air India,Kolkata,Banglore,2 stops,21,5,2019,16,50,5,35,765,12324
Air India,Kolkata,Banglore,2 stops,18,5,2019,5,50,8,55,1625,12723
Air India,Mumbai,Hyderabad,non-stop,1,3,2019,13,55,15,25,90,10082
Air India,Banglore,Delhi,non-stop,27,5,2019,13,20,16,10,170,5228
Air India,Delhi,Cochin,1 stop,27,5,2019,10,0,19,15,555,12029
Air India,Kolkata,Banglore,1 stop,6,4,2019,19,0,11,5,965,4437
Air India,Delhi,Cochin,1 stop,27,6,2019,17,40,23,0,320,7174
Air India,Kolkata,Banglore,non-stop,18,3,2019,20,45,23,20,155,4435
Air India,Kolkata,Banglore,2 stops,21,5,2019,9,25,5,35,1210,11432
Air India,Delhi,Cochin,2 stops,9,5,2019,5,0,19,15,2295,10441
Air India,Delhi,Cochin,1 stop,24,5,2019,20,40,9,25,765,7480
Air India,Mumbai,Hyderabad,2 stops,12,3,2019,5,5,16,55,710,16172
Air India,Banglore,Delhi,3 stops,3,3,2019,12,0,23,55,715,10573
Air India,Delhi,Cochin,2 stops,21,3,2019,7,5,9,25,1580,7615
Air India,Delhi,Cochin,2 stops,21,5,2019,13,5,9,25,1220,10467
Air India,Banglore,Delhi,non-stop,15,4,2019,17,0,19,45,165,6121
Air India,Kolkata,Banglore,non-stop,24,5,2019,14,15,16,45,150,5510
Air India,Mumbai,Hyderabad,2 stops,6,3,2019,12,45,19,25,1840,13253
Air India,Delhi,Cochin,2 stops,27,5,2019,16,40,19,15,1595,9968
Air India,Delhi,Cochin,1 stop,3,6,2019,17,20,9,25,965,7480
Air India,Kolkata,Banglore,1 stop,9,5,2019,16,50,7,55,905,8366
Air India,Delhi,Cochin,2 stops,9,5,2019,16,55,19,15,1580,13591
Air India,Kolkata,Banglore,3 stops,24,3,2019,5,55,23,15,1040,15145
Air India,Banglore,Delhi,1 stop,6,3,2019,11,50,19,50,480,14594
Air India,Delhi,Cochin,2 stops,27,3,2019,19,45,19,15,1410,8656
Air India,Banglore,Delhi,1 stop,1,3,2019,11,50,8,55,1265,14594
Air India,Kolkata,Banglore,2 stops,24,3,2019,9,25,1,20,955,11853
Air India,Kolkata,Banglore,2 stops,9,6,2019,7,0,5,25,1345,12744
Air India,Kolkata,Banglore,2 stops,6,5,2019,9,50,8,55,1385,13227
Air India,Kolkata,Banglore,2 stops,15,5,2019,9,50,8,55,1385,14960
Air India,Delhi,Cochin,non-stop,18,6,2019,18,5,21,10,185,5201
Air India,Kolkata,Banglore,1 stop,24,5,2019,9,10,13,15,245,8996
Air India,Delhi,Cochin,1 stop,6,4,2019,17,20,9,25,965,4697
Air India,Delhi,Cochin,1 stop,15,5,2019,20,40,9,25,765,7480
Air India,Delhi,Cochin,non-stop,18,3,2019,5,10,8,0,170,5674
Air India,Mumbai,Hyderabad,2 stops,12,3,2019,6,0,11,55,1795,12854
Air India,Banglore,Delhi,1 stop,9,3,2019,22,0,11,5,785,8425
Air India,Banglore,Delhi,1 stop,3,3,2019,8,15,21,25,790,6781
Air India,Mumbai,Hyderabad,non-stop,12,6,2019,21,5,22,25,80,3100
Air India,Banglore,Delhi,1 stop,3,3,2019,10,30,11,20,1490,11003
Air India,Delhi,Cochin,1 stop,9,3,2019,17,45,23,0,315,9064
Air India,Chennai,Kolkata,non-stop,21,5,2019,11,40,13,55,135,4667
Air India,Banglore,Delhi,1 stop,15,3,2019,10,30,22,55,745,6383
Air India,Delhi,Cochin,2 stops,24,5,2019,22,0,19,15,1275,10441
Air India,Mumbai,Hyderabad,non-stop,15,3,2019,21,5,22,25,80,3100
Air India,Kolkata,Banglore,1 stop,1,4,2019,16,50,18,30,1540,7893
Air India,Delhi,Cochin,non-stop,9,6,2019,14,10,17,10,180,6094
Air India,Delhi,Cochin,non-stop,27,3,2019,5,10,8,0,170,4729
Air India,Kolkata,Banglore,2 stops,24,5,2019,9,25,1,20,955,12718
Air India,Kolkata,Banglore,2 stops,18,5,2019,8,20,18,30,610,10907
Air India,Kolkata,Banglore,non-stop,21,6,2019,14,15,16,45,150,5510
Air India,Mumbai,Hyderabad,non-stop,1,5,2019,13,55,15,25,90,3625
Air India,Delhi,Cochin,2 stops,27,3,2019,5,55,7,40,1545,8971
Air India,Delhi,Cochin,2 stops,3,3,2019,5,55,7,40,1545,15113
Air India,Banglore,Delhi,1 stop,15,3,2019,11,50,19,50,480,7192
Air India,Kolkata,Banglore,1 stop,12,5,2019,12,0,13,15,1515,6612
Air India,Banglore,Delhi,non-stop,9,3,2019,13,20,16,10,170,8851
Air India,Delhi,Cochin,non-stop,6,3,2019,18,5,21,10,185,7931
Air India,Delhi,Cochin,1 stop,6,6,2019,7,0,19,15,735,8669
Air India,Kolkata,Banglore,non-stop,21,5,2019,14,15,16,45,150,5510
Air India,Mumbai,Hyderabad,non-stop,18,3,2019,6,20,7,40,80,3100
Air India,Banglore,Delhi,non-stop,18,6,2019,17,0,19,50,170,6961
Air India,Banglore,Delhi,2 stops,15,3,2019,8,15,22,55,880,7904
Air India,Delhi,Cochin,non-stop,6,4,2019,5,10,8,0,170,4729
Air India,Delhi,Cochin,2 stops,18,5,2019,17,15,7,40,865,12199
Air India,Banglore,Delhi,2 stops,3,3,2019,8,50,10,35,1545,12358
Air India,Kolkata,Banglore,2 stops,15,5,2019,9,10,4,40,1170,6117
Air India,Delhi,Cochin,1 stop,24,6,2019,12,30,9,25,1255,7480
Air India,Kolkata,Banglore,2 stops,24,5,2019,10,0,5,25,1165,15107
Air India,Delhi,Cochin,1 stop,12,6,2019,7,0,19,15,735,8669
Air India,Banglore,Delhi,non-stop,9,6,2019,17,0,19,45,165,7171
Air India,Banglore,Delhi,2 stops,1,3,2019,8,50,23,55,2345,17135
Air India,Delhi,Cochin,non-stop,21,5,2019,14,5,17,55,230,6094
Air India,Mumbai,Hyderabad,non-stop,3,4,2019,13,55,15,25,90,2575
Air India,Kolkata,Banglore,2 stops,1,5,2019,10,0,13,45,1665,15164
Air India,Delhi,Cochin,1 stop,27,3,2019,7,0,19,15,735,6377
Air India,Banglore,Delhi,non-stop,3,4,2019,6,10,8,55,165,4441
Air India,Kolkata,Banglore,non-stop,1,4,2019,20,45,23,20,155,4460
Air India,Delhi,Cochin,1 stop,6,3,2019,20,40,9,25,765,12677
Air India,Mumbai,Hyderabad,non-stop,21,3,2019,21,5,22,25,80,2050
Air India,Banglore,Delhi,1 stop,12,3,2019,8,50,23,15,865,12127
Air India,Delhi,Cochin,non-stop,9,6,2019,18,5,21,10,185,8456
Air India,Kolkata,Banglore,non-stop,21,3,2019,14,15,16,45,150,5170
Air India,Mumbai,Hyderabad,1 stop,6,3,2019,10,0,23,45,825,11678
Air India,Delhi,Cochin,1 stop,1,6,2019,8,0,19,15,675,9929
Air India,Kolkata,Banglore,1 stop,1,4,2019,14,35,15,20,1485,5006
Air India,Delhi,Cochin,3 stops,24,6,2019,5,15,7,40,1585,10493
Air India,Delhi,Cochin,non-stop,18,6,2019,14,5,17,55,230,5201
Air India,Mumbai,Hyderabad,non-stop,15,3,2019,19,30,20,45,75,3100
Air India,Mumbai,Hyderabad,non-stop,21,3,2019,13,55,15,25,90,3100
Air India,Banglore,Delhi,non-stop,9,3,2019,17,0,19,50,170,9481
Air India,Delhi,Cochin,1 stop,21,3,2019,20,30,23,0,1590,5704
Air India,Banglore,Delhi,2 stops,18,3,2019,17,25,23,25,1800,11518
Air India,Kolkata,Banglore,2 stops,6,5,2019,10,0,10,0,1440,14298
Air India,Banglore,Delhi,1 stop,18,3,2019,0,30,8,45,495,13859
Air India,Delhi,Cochin,2 stops,9,5,2019,7,5,7,40,1475,13547
Air India,Banglore,Delhi,1 stop,3,3,2019,5,50,12,55,425,12389
Air India,Kolkata,Banglore,2 stops,15,5,2019,7,0,5,25,1345,14424
Air India,Kolkata,Banglore,non-stop,12,3,2019,14,15,16,45,150,5747
Air India,Mumbai,Hyderabad,non-stop,15,6,2019,19,30,20,45,75,3100
Air India,Kolkata,Banglore,1 stop,6,5,2019,9,10,13,15,245,8996
Air India,Delhi,Cochin,1 stop,27,5,2019,13,30,23,0,570,8907
Air India,Delhi,Cochin,1 stop,3,3,2019,8,0,19,15,675,15197
Air India,Kolkata,Banglore,1 stop,9,5,2019,20,30,8,55,745,10203
Air India,Delhi,Cochin,2 stops,12,6,2019,7,10,19,15,725,12488
Air India,Kolkata,Banglore,2 stops,12,6,2019,5,50,23,15,1045,12723
Air India,Mumbai,Hyderabad,2 stops,6,3,2019,6,0,9,10,1630,13169
Air India,Kolkata,Banglore,2 stops,15,5,2019,9,25,18,20,535,8366
Air India,Delhi,Cochin,2 stops,21,3,2019,17,15,7,40,865,8052
Air India,Kolkata,Banglore,non-stop,12,5,2019,20,45,23,20,155,4880
Air India,Delhi,Cochin,non-stop,27,4,2019,14,10,17,10,180,6094
Air India,Delhi,Cochin,2 stops,24,6,2019,22,0,19,15,1275,9181
Air India,Delhi,Cochin,1 stop,18,5,2019,17,20,9,25,965,7690
Air India,Delhi,Cochin,1 stop,9,3,2019,4,0,7,40,1660,10315
Air India,Kolkata,Banglore,1 stop,24,3,2019,7,0,8,55,1555,12173
Air India,Kolkata,Banglore,1 stop,3,4,2019,19,0,11,5,965,4227
Air India,Delhi,Cochin,1 stop,15,5,2019,10,0,19,15,555,8372
Air India,Mumbai,Hyderabad,1 stop,6,3,2019,20,15,9,15,780,9535
Air India,Mumbai,Hyderabad,non-stop,3,4,2019,21,5,22,25,80,2050
Air India,Kolkata,Banglore,1 stop,1,5,2019,7,0,16,15,555,10203
Air India,Chennai,Kolkata,non-stop,12,5,2019,11,40,13,55,135,4667
Air India,Kolkata,Banglore,2 stops,12,5,2019,5,50,20,25,875,12513
Air India,Kolkata,Banglore,2 stops,6,5,2019,12,0,7,55,1195,10151
Air India,Delhi,Cochin,1 stop,27,3,2019,6,10,8,15,1565,6681
Air India,Delhi,Cochin,1 stop,3,4,2019,20,30,23,0,1590,5022
Air India,Delhi,Cochin,2 stops,3,6,2019,7,10,7,40,1470,12698
Air India,Kolkata,Banglore,2 stops,12,5,2019,16,45,8,55,970,13437
Air India,Delhi,Cochin,1 stop,24,5,2019,23,0,19,15,1215,8582
Air India,Banglore,Delhi,non-stop,18,4,2019,21,5,23,55,170,5228
Air India,Banglore,Delhi,1 stop,15,3,2019,13,50,22,10,500,9166
Air India,Delhi,Cochin,1 stop,3,3,2019,5,15,6,50,1535,12677
Air India,Chennai,Kolkata,non-stop,24,3,2019,11,40,13,55,135,4405
Air India,Banglore,Delhi,non-stop,6,6,2019,21,5,23,55,170,6121
Air India,Mumbai,Hyderabad,non-stop,6,5,2019,19,30,20,45,75,3100
Air India,Delhi,Cochin,2 stops,27,3,2019,7,5,9,25,1580,6565
Air India,Kolkata,Banglore,2 stops,24,5,2019,9,10,11,5,1555,6117
Air India,Kolkata,Banglore,2 stops,24,3,2019,5,50,13,40,470,8005
Air India,Delhi,Cochin,2 stops,9,5,2019,12,0,19,15,435,8918
Air India,Kolkata,Banglore,1 stop,12,5,2019,9,25,21,50,745,8891
Air India,Kolkata,Banglore,1 stop,1,5,2019,10,0,16,15,375,10203
Air India,Delhi,Cochin,2 stops,9,3,2019,20,15,19,15,1380,19681
Air India,Kolkata,Banglore,2 stops,1,5,2019,20,30,13,45,1035,15164
Air India,Delhi,Cochin,non-stop,15,3,2019,14,10,17,10,180,5674
Air India,Delhi,Cochin,non-stop,27,5,2019,5,10,8,0,170,6094
Air India,Delhi,Cochin,2 stops,18,5,2019,13,15,9,25,1210,11307
Air India,Banglore,Delhi,non-stop,24,3,2019,17,0,19,45,165,7486
Air India,Kolkata,Banglore,non-stop,6,3,2019,14,15,16,45,150,4960
Air India,Mumbai,Hyderabad,non-stop,15,3,2019,6,20,7,40,80,3100
Air India,Mumbai,Hyderabad,non-stop,9,6,2019,21,5,22,25,80,3100
Air India,Banglore,Delhi,non-stop,24,3,2019,21,5,23,55,170,4441
Air India,Delhi,Cochin,3 stops,27,6,2019,5,15,19,15,2280,10703
Air India,Delhi,Cochin,2 stops,3,6,2019,10,55,7,40,1245,11753
Air India,Delhi,Cochin,2 stops,6,6,2019,16,40,19,15,1595,9653
Air India,Kolkata,Banglore,1 stop,1,4,2019,20,30,23,15,1605,7211
Air India,Kolkata,Banglore,non-stop,15,3,2019,14,15,16,45,150,5170
Air India,Delhi,Cochin,1 stop,12,6,2019,20,40,9,25,765,7480
Air India,Banglore,Delhi,non-stop,18,4,2019,17,0,19,45,165,6121
Air India,Kolkata,Banglore,1 stop,6,5,2019,9,50,21,5,675,7452
Air India,Delhi,Cochin,2 stops,27,6,2019,16,55,19,15,1580,13591
Air India,Kolkata,Banglore,1 stop,9,5,2019,10,0,20,25,625,10203
Air India,Banglore,Delhi,1 stop,24,3,2019,6,55,13,20,385,7932
Air India,Kolkata,Banglore,1 stop,1,4,2019,16,50,7,55,905,7893
Air India,Kolkata,Banglore,1 stop,18,5,2019,14,35,14,35,1440,6528
Air India,Banglore,Delhi,non-stop,9,5,2019,13,20,16,10,170,6121
Air India,Kolkata,Banglore,2 stops,9,6,2019,16,50,5,35,765,11642
Air India,Delhi,Cochin,2 stops,27,5,2019,10,55,19,15,500,13223
Air India,Delhi,Cochin,1 stop,21,5,2019,9,30,23,0,810,8907
Air India,Delhi,Cochin,1 stop,21,3,2019,21,0,7,40,640,6902
Air India,Delhi,Cochin,1 stop,9,5,2019,10,0,19,15,555,8372
Air India,Delhi,Cochin,1 stop,15,6,2019,10,0,19,15,555,11241
Air India,Kolkata,Banglore,2 stops,24,3,2019,9,10,7,55,1365,15187
Air India,Kolkata,Banglore,2 stops,24,5,2019,9,25,13,45,1700,12802
Air India,Banglore,Delhi,non-stop,15,4,2019,21,5,23,55,170,5228
Air India,Mumbai,Hyderabad,1 stop,12,3,2019,9,15,9,15,1440,8065
Air India,Banglore,Delhi,non-stop,3,4,2019,21,5,23,55,170,4441
Air India,Delhi,Cochin,non-stop,21,5,2019,5,10,8,0,170,6094
Air India,Delhi,Cochin,1 stop,12,6,2019,12,30,9,25,1255,7480
Air India,Kolkata,Banglore,2 stops,9,5,2019,8,20,23,15,895,11432
Air India,Mumbai,Hyderabad,non-stop,12,3,2019,21,5,22,25,80,4307
Air India,Mumbai,Hyderabad,non-stop,21,5,2019,15,0,16,25,85,3100
Air India,Delhi,Cochin,2 stops,15,6,2019,22,0,19,15,1275,10441
Air India,Kolkata,Banglore,3 stops,24,3,2019,12,0,23,15,2115,14221
Air India,Kolkata,Banglore,1 stop,24,5,2019,9,25,7,55,1350,8366
Air India,Delhi,Cochin,2 stops,6,6,2019,10,55,19,15,500,11753
